Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,F435Wmag,F475Wmag,F555Wmag,F606Wmag,F625Wmag,F775Wmag,F814Wmag
0.02,0.14251,6.0,0.0900000036,1.0816895926,0.09,-1.336,3.433,3.412,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-3.85e-14,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,8.109,13.413,12.763,12.105,11.327,11.022,8.729,8.343
0.02,0.14251,6.0,0.1000000015,1.1711064122,0.1,-1.247,3.4398,3.396,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-4.56e-14,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,7.887,13.027,12.392,11.738,10.983,10.679,8.434,8.062
0.02,0.14251,6.0,0.1031653136,1.1970161711,0.103,-1.219,3.4419,3.39,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-4.82e-14,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,7.817,12.908,12.277,11.625,10.876,10.573,8.343,7.975
0.02,0.14251,6.0,0.1200000048,1.3193154741,0.12,-1.078,3.4523,3.356,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-6.43e-14,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,7.465,12.331,11.721,11.077,10.358,10.057,7.894,7.546
0.02,0.14251,6.0,0.1400000006,1.4384526719,0.14,-0.945,3.4623,3.33,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-8.33e-14,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,7.132,11.809,11.217,10.581,9.888,9.589,7.484,7.151
0.02,0.14251,6.0,0.1524243802,1.5018464733,0.152,-0.872,3.468,3.317,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-9.57e-14,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.951,11.533,10.95,10.324,9.646,9.35,7.266,6.941
0.02,0.14251,6.0,0.1614644378,1.5438940441,0.161,-0.828,3.4716,3.313,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.03e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.841,11.366,10.788,10.167,9.498,9.204,7.133,6.814
0.02,0.14251,6.0,0.1669242382,1.5678344052,0.167,-0.821,3.4731,3.326,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.02e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.822,11.318,10.741,10.12,9.456,9.163,7.1,6.783
0.02,0.14251,6.0,0.17138125,1.5866352915,0.171,-0.806,3.4749,3.33,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.04e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.786,11.253,10.678,10.058,9.399,9.106,7.052,6.738
0.02,0.14251,6.0,0.1765743494,1.6077552272,0.177,-0.781,3.4773,3.328,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.08e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.723,11.154,10.581,9.965,9.311,9.02,6.975,6.664
0.02,0.14251,6.0,0.1840992719,1.636966218,0.184,-0.738,3.4811,3.318,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.19e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.615,10.994,10.426,9.814,9.167,8.877,6.848,6.542
0.02,0.14251,6.0,0.1981275231,1.6874877478,0.198,-0.655,3.488,3.293,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.43e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.406,10.709,10.146,9.535,8.896,8.605,6.61,6.312
0.02,0.14251,6.0,0.2032556087,1.7048083293,0.203,-0.646,3.4893,3.302,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.42e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.385,10.667,10.102,9.491,8.854,8.563,6.578,6.283
0.02,0.14251,6.0,0.212640062,1.7350801262,0.213,-0.648,3.4912,3.331,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.34e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.391,10.631,10.065,9.452,8.82,8.53,6.561,6.271
0.02,0.14251,6.0,0.2219859809,1.7635490046,0.222,-0.637,3.494,3.35,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.31e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.363,10.557,9.99,9.38,8.756,8.468,6.512,6.226
0.02,0.14251,6.0,0.2312120199,1.7901641806,0.231,-0.614,3.4974,3.358,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.35e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.305,10.447,9.883,9.276,8.663,8.378,6.432,6.151
0.02,0.14251,6.0,0.2403173,1.8151107845,0.24,-0.578,3.5015,3.354,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.44e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.214,10.301,9.739,9.137,8.535,8.253,6.319,6.044
0.02,0.14251,6.0,0.2478764355,1.8349056652,0.248,-0.538,3.5053,3.343,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.58e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.114,10.151,9.593,8.993,8.401,8.121,6.201,5.93
0.02,0.14251,6.0,0.2552109063,1.8533760993,0.255,-0.517,3.5078,3.346,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.62e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.064,10.064,9.506,8.908,8.322,8.043,6.135,5.868
0.02,0.14251,6.0,0.2707603276,1.8903462815,0.271,-0.506,3.5112,3.373,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.57e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.035,9.97,9.411,8.81,8.233,7.956,6.075,5.814
0.02,0.14251,6.0,0.2864114344,1.9248708919,0.286,-0.497,3.5148,3.403,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.5e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,6.012,9.879,9.316,8.71,8.142,7.864,6.019,5.765
0.02,0.14251,6.0,0.308704555,1.9700243877,0.309,-0.465,3.5211,3.429,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.51e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,5.933,9.693,9.128,8.517,7.963,7.687,5.892,5.65
0.02,0.14251,6.0,0.3328746259,2.0144219026,0.333,-0.432,3.5272,3.453,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.53e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,5.851,9.504,8.94,8.324,7.788,7.514,5.765,5.533
0.02,0.14251,6.0,0.3593549728,2.0584889644,0.359,-0.401,3.5337,3.481,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.53e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,5.772,9.312,8.75,8.129,7.61,7.338,5.641,5.419
0.02,0.14251,6.0,0.3925658464,2.1081342325,0.392,-0.353,3.542,3.505,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.59e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,5.653,9.051,8.494,7.866,7.369,7.099,5.47,5.26
0.02,0.14251,6.0,0.4000000358,2.118502481,0.4,-0.344,3.5437,3.511,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.6e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,5.63,8.998,8.442,7.811,7.318,7.048,5.435,5.229
0.02,0.14251,6.0,0.4237251282,2.1499849806,0.424,-0.309,3.5498,3.525,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.65e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,5.543,8.808,8.255,7.617,7.137,6.867,5.311,5.113
0.02,0.14251,6.0,0.4621567726,2.1964051562,0.462,-0.254,3.5592,3.546,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.75e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,5.406,8.506,7.958,7.301,6.836,6.562,5.114,4.931
0.02,0.14251,6.0,0.4879982173,2.2248853448,0.488,-0.218,3.5654,3.558,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.83e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,5.314,8.304,7.758,7.088,6.63,6.352,4.983,4.811
0.02,0.14251,6.0,0.5,2.2374541529,0.5,-0.203,3.5681,3.564,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.86e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,5.277,8.218,7.674,6.998,6.543,6.263,4.929,4.761
0.02,0.14251,6.0,0.50267452,2.2401943419,0.503,-0.199,3.5686,3.565,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.87e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,5.269,8.2,7.656,6.979,6.525,6.244,4.917,4.75
0.02,0.14251,6.0,0.5175975561,2.2548878886,0.518,-0.179,3.5719,3.57,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.92e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,5.217,8.091,7.549,6.866,6.414,6.132,4.846,4.684
0.02,0.14251,6.0,0.5332933068,2.2693263476,0.533,-0.158,3.5754,3.576,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-1.97e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,5.165,7.975,7.436,6.748,6.299,6.014,4.774,4.617
0.02,0.14251,6.0,0.5497626066,2.2834616098,0.549,-0.137,3.5793,3.584,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.02e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,5.112,7.853,7.318,6.624,6.178,5.89,4.699,4.548
0.02,0.14251,6.0,0.5500000119,2.2836582633,0.55,-0.136,3.5793,3.584,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.02e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,5.111,7.851,7.316,6.622,6.176,5.888,4.698,4.547
0.02,0.14251,6.0,0.5689064264,2.2987152852,0.569,-0.111,3.5833,3.59,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.09e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,5.049,7.725,7.193,6.495,6.05,5.761,4.617,4.472
0.02,0.14251,6.0,0.5890488625,2.3135399826,0.589,-0.086,3.5877,3.597,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.16e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,4.984,7.59,7.061,6.359,5.917,5.624,4.533,4.394
0.02,0.14251,6.0,0.6000000238,2.3211213258,0.6,-0.072,3.5902,3.601,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.2e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,4.95,7.516,6.99,6.286,5.844,5.55,4.488,4.352
0.02,0.14251,6.0,0.6055800319,2.3248632447,0.605,-0.066,3.5912,3.602,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.22e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,4.934,7.484,6.959,6.255,5.813,5.518,4.468,4.333
0.02,0.14251,6.0,0.630281508,2.340516712,0.63,-0.035,3.596,3.609,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.31e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,4.858,7.332,6.811,6.105,5.664,5.367,4.372,4.244
0.02,0.14251,6.0,0.6499999762,2.3520353107,0.65,-0.012,3.6001,3.615,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.39e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,4.8,7.21,6.693,5.986,5.545,5.246,4.297,4.175
0.02,0.14251,6.0,0.6500022411,2.3520365877,0.65,-0.012,3.6001,3.615,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.39e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,4.8,7.21,6.693,5.986,5.545,5.246,4.297,4.175
0.02,0.14251,6.0,0.6709224582,2.3634098007,0.671,0.013,3.6037,3.619,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.48e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,4.739,7.096,6.583,5.878,5.437,5.136,4.224,4.106
0.02,0.14251,6.0,0.6927295327,2.3744281989,0.693,0.038,3.6078,3.624,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.57e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,4.676,6.974,6.466,5.762,5.321,5.019,4.148,4.034
0.02,0.14251,6.0,0.7000000477,2.3779267258,0.7,0.045,3.6093,3.627,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0,-1.0,-2.59e-13,0.0,0.696,0.284,0.003596,0.0009702,0.008799,-1.0,0.02,4.657,6.935,6.428,5.725,5.284,4.982,4.125,4.013
0.02,0.14251,6.0,0.75,2.3998889087,0.75,0.128,3.6299,3.657,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.93e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.45,6.443,5.959,5.28,4.842,4.537,3.861,3.768
0.02,0.14251,6.0,0.7684954405,2.4071850606,0.768,0.144,3.632,3.66,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.99e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.411,6.376,5.894,5.22,4.783,4.48,3.817,3.726
0.02,0.14251,6.0,0.8000000119,2.4187244405,0.8,0.171,3.6355,3.664,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.1e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.343,6.261,5.784,5.117,4.683,4.381,3.741,3.653
0.02,0.14251,6.0,0.8136671185,2.4234119549,0.813,0.182,3.6369,3.666,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.15e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.315,6.215,5.739,5.075,4.643,4.341,3.711,3.624
0.02,0.14251,6.0,0.8500000238,2.435034684,0.85,0.213,3.6407,3.669,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.3e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.238,6.086,5.616,4.96,4.531,4.232,3.625,3.541
0.02,0.14251,6.0,0.8525436521,2.435805814,0.852,0.215,3.6409,3.669,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.31e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.233,6.079,5.608,4.953,4.525,4.225,3.62,3.536
0.02,0.14251,6.0,0.8999999762,2.4492786016,0.899,0.252,3.6454,3.673,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.5e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.139,5.925,5.461,4.817,4.396,4.1,3.517,3.436
0.02,0.14251,6.0,0.9499999881,2.4618121868,0.95,0.29,3.6498,3.676,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.7e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.044,5.773,5.314,4.682,4.268,3.976,3.415,3.336
0.02,0.14251,6.0,0.9660435319,2.4655190383,0.966,0.302,3.6511,3.678,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.76e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,4.016,5.729,5.272,4.643,4.232,3.941,3.384,3.306
0.02,0.14251,6.0,1.0,2.4729154477,1.0,0.328,3.6539,3.677,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.93e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.95,5.627,5.174,4.553,4.148,3.86,3.314,3.237
0.02,0.14251,6.0,1.0203754902,2.4770828828,1.02,0.341,3.6554,3.679,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.88e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.917,5.575,5.124,4.507,4.105,3.819,3.279,3.203
0.02,0.14251,6.0,1.0499999523,2.482811486,1.05,0.36,3.6577,3.681,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.82e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.869,5.498,5.05,4.44,4.043,3.759,3.227,3.152
0.02,0.14251,6.0,1.1000000238,2.491680148,1.099,0.392,3.6612,3.684,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.7e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.789,5.375,4.932,4.331,3.942,3.662,3.142,3.069
0.02,0.14251,6.0,1.1012103558,2.4918833751,1.101,0.393,3.6613,3.684,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.7e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.787,5.372,4.929,4.329,3.94,3.66,3.14,3.067
0.02,0.14251,6.0,1.1499999762,2.4996678137,1.149,0.423,3.6645,3.685,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.55e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.712,5.259,4.82,4.229,3.847,3.572,3.061,2.989
0.02,0.14251,6.0,1.2000000477,2.5068948796,1.2,0.453,3.6676,3.687,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.37e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.639,5.149,4.715,4.132,3.757,3.485,2.983,2.913
0.02,0.14251,6.0,1.2453033924,2.5128700768,1.245,0.476,3.6702,3.69,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.17e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.58,5.06,4.629,4.053,3.685,3.416,2.922,2.853
0.02,0.14251,6.0,1.25,2.5134610955,1.25,0.479,3.6705,3.69,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.15e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.574,5.05,4.62,4.045,3.677,3.408,2.915,2.846
0.02,0.14251,6.0,1.2999999523,2.5194498592,1.3,0.507,3.6732,3.69,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.93e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.502,4.949,4.522,3.954,3.593,3.328,2.841,2.773
0.02,0.14251,6.0,1.3370689154,2.52355888,1.337,0.525,3.6751,3.692,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.72e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.457,4.883,4.458,3.896,3.539,3.276,2.794,2.727
0.02,0.14251,6.0,1.3500000238,2.5249313598,1.35,0.532,3.6758,3.691,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.66e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.44,4.858,4.434,3.874,3.518,3.256,2.775,2.709
0.02,0.14251,6.0,1.3999999762,2.52996503,1.4,0.557,3.6782,3.692,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.37e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.377,4.769,4.348,3.794,3.444,3.185,2.71,2.645
0.02,0.14251,6.0,1.4305435419,2.5328416455,1.431,0.572,3.6797,3.693,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.17e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.341,4.717,4.298,3.748,3.401,3.144,2.672,2.608
0.02,0.14251,6.0,1.4500000477,2.5346015836,1.45,0.582,3.6806,3.692,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.05e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.316,4.683,4.266,3.717,3.373,3.117,2.647,2.583
0.02,0.14251,6.0,1.5,2.5388844597,1.5,0.606,3.6828,3.691,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1.71e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.256,4.601,4.186,3.644,3.303,3.05,2.585,2.522
0.02,0.14251,6.0,1.5314933062,2.5414176397,1.531,0.618,3.6841,3.693,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1.45e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.224,4.556,4.143,3.604,3.266,3.014,2.553,2.49
0.02,0.14251,6.0,1.5499999523,2.5428511323,1.55,0.627,3.6849,3.693,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1.32e-13,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.203,4.527,4.116,3.578,3.242,2.991,2.531,2.468
0.02,0.14251,6.0,1.6000000238,2.5465340628,1.6,0.649,3.6869,3.692,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-9.14e-14,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.147,4.451,4.042,3.509,3.177,2.929,2.473,2.411
0.02,0.14251,6.0,1.6499999762,2.5499614773,1.649,0.67,3.6888,3.692,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-4.73e-14,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.094,4.379,3.972,3.444,3.117,2.87,2.419,2.358
0.02,0.14251,6.0,1.6749999523,2.551587208,1.674,0.68,3.6898,3.693,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-2.39e-14,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.071,4.346,3.94,3.415,3.089,2.844,2.395,2.334
0.02,0.14251,6.0,1.694524169,2.5528185625,1.694,0.687,3.6905,3.694,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-3.66e-27,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.052,4.32,3.916,3.392,3.068,2.823,2.376,2.315
0.02,0.14251,6.0,1.7000000477,2.5531580802,1.699,0.69,3.6907,3.693,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.046,4.312,3.908,3.385,3.061,2.817,2.369,2.309
0.02,0.14251,6.0,1.7250001431,2.5546767043,1.724,0.701,3.6916,3.692,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,3.017,4.275,3.872,3.351,3.029,2.786,2.34,2.28
0.02,0.14251,6.0,1.75,2.5561455243,1.749,0.711,3.6925,3.692,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.993,4.243,3.841,3.322,3.002,2.76,2.316,2.256
0.02,0.14251,6.0,1.7710597515,2.5573459156,1.77,0.72,3.6932,3.691,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.971,4.213,3.813,3.296,2.977,2.735,2.293,2.233
0.02,0.14251,6.0,1.7750000954,2.5575668776,1.774,0.721,3.6934,3.691,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.966,4.208,3.808,3.291,2.972,2.731,2.289,2.229
0.02,0.14251,6.0,1.7970613241,2.5587834441,1.796,0.73,3.6941,3.691,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.945,4.179,3.78,3.265,2.948,2.708,2.267,2.208
0.02,0.14251,6.0,1.7999999523,2.5589429085,1.799,0.731,3.6942,3.691,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.942,4.175,3.776,3.261,2.944,2.704,2.263,2.204
0.02,0.14251,6.0,1.8250000477,2.5602756874,1.824,0.742,3.6951,3.69,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.916,4.141,3.744,3.231,2.915,2.676,2.237,2.178
0.02,0.14251,6.0,1.8500000238,2.5615671203,1.849,0.75,3.6959,3.69,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.894,4.112,3.716,3.205,2.891,2.653,2.215,2.157
0.02,0.14251,6.0,1.875,2.5628190289,1.874,0.759,3.6968,3.691,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.873,4.083,3.687,3.179,2.866,2.629,2.193,2.135
0.02,0.14251,6.0,1.8999999762,2.564033126,1.899,0.768,3.6976,3.691,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.849,4.051,3.657,3.15,2.84,2.603,2.169,2.111
0.02,0.14251,6.0,1.9249999523,2.5652110289,1.924,0.778,3.6984,3.69,0.0,0.0,0.538,0.0,0.0,0.0,0.0,0.0,-1.0,-1e-30,0.0,0.696,0.284,0.003549,0.000969,0.008801,-1.0,0.02,2.825,4.02,3.627,3.122,2.813,2.577,2.145,2.087
