Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,F435Wmag,F475Wmag,F555Wmag,F606Wmag,F625Wmag,F775Wmag,F814Wmag
0.02,0.14251,8.9,2.5537855625,2.5863444913,2.526,3.706,3.5176,0.157,8.0,0.574,0.39,148.27,81.26,52.46,40.44,33.21,2.0,-5.8e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.494,0.857,0.191,-0.489,-1.295,-1.627,-3.943,-4.266
0.02,0.14251,8.9,2.553786993,2.586344526,2.526,3.585,3.5318,0.334,8.0,0.574,0.39,104.84,59.0,38.64,29.65,24.33,2.0,-2.91e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.193,0.401,-0.346,-1.051,-1.759,-2.08,-4.022,-4.279
0.02,0.14251,8.9,2.5537896156,2.5863445895,2.526,3.403,3.5533,0.602,8.0,0.574,0.39,62.08,36.36,24.34,18.54,15.2,3.0,-1.35e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-3.739,-0.017,-0.794,-1.563,-2.18,-2.506,-3.895,-4.082
0.02,0.14251,8.9,2.5537936687,2.5863446877,2.526,3.333,3.5616,0.706,8.0,0.574,0.39,50.66,30.14,20.34,15.45,12.66,3.0,-9.97e-09,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-3.562,-0.107,-0.881,-1.672,-2.265,-2.595,-3.802,-3.969
0.02,0.14251,8.9,2.5537993908,2.5863448263,2.525,3.384,3.5555,0.631,8.0,0.575,0.39,58.69,34.52,23.16,17.63,14.45,3.0,-1.24e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-3.689,-0.043,-0.819,-1.595,-2.205,-2.532,-3.87,-4.051
0.02,0.14251,8.9,2.5538072586,2.5863450169,2.525,3.498,3.542,0.463,8.0,0.575,0.39,81.55,46.78,30.96,23.67,19.42,3.0,-2.02e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-3.974,0.167,-0.603,-1.337,-1.995,-2.316,-3.984,-4.204
0.02,0.14251,8.9,2.5538170338,2.5863452538,2.524,3.614,3.5281,0.291,8.0,0.576,0.39,114.12,63.81,41.64,31.99,26.26,2.0,-3.28e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.265,0.507,-0.225,-0.922,-1.652,-1.974,-4.012,-4.284
0.02,0.14251,8.9,2.5538289547,2.5863455426,2.523,3.696,3.5183,0.169,8.0,0.576,0.39,144.79,79.5,51.37,39.59,32.51,2.0,-5.28e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.47,0.837,0.165,-0.516,-1.316,-1.647,-3.944,-4.263
0.02,0.14251,8.9,2.5538430214,2.5863458833,2.522,3.739,3.5131,0.105,8.0,0.577,0.39,164.0,89.19,57.34,44.26,36.36,2.0,-8.22e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.577,1.045,0.424,-0.245,-1.089,-1.426,-3.864,-4.213
0.02,0.14251,8.9,2.5538594723,2.5863462819,2.521,3.756,3.511,0.08,8.0,0.578,0.39,172.49,93.45,59.95,46.31,38.05,2.0,-9.83e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.62,1.132,0.532,-0.132,-0.993,-1.333,-3.83,-4.191
0.02,0.14251,8.9,2.5538785458,2.586346744,2.52,3.763,3.51,0.068,8.0,0.579,0.39,176.31,95.36,61.12,47.23,38.81,2.0,-1.06e-07,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.638,1.171,0.58,-0.082,-0.951,-1.291,-3.815,-4.181
0.02,0.14251,8.9,2.5538787842,2.5863467497,2.52,3.74,3.5128,0.103,8.0,0.579,0.39,164.77,89.58,57.57,44.45,36.52,2.0,-8.34e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.579,1.06,0.441,-0.227,-1.073,-1.41,-3.856,-4.207
0.02,0.14251,8.9,2.5538799763,2.5863467786,2.52,3.619,3.5273,0.281,8.0,0.579,0.39,116.28,64.93,42.34,32.53,26.7,2.0,-3.38e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.279,0.539,-0.189,-0.884,-1.62,-1.943,-4.003,-4.279
0.02,0.14251,8.9,2.5538825989,2.5863468421,2.519,3.44,3.5488,0.546,8.0,0.579,0.39,69.2,40.2,26.78,20.44,16.76,3.0,-1.59e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-3.831,0.045,-0.732,-1.488,-2.12,-2.444,-3.937,-4.135
0.02,0.14251,8.9,2.553886652,2.5863469403,2.519,3.37,3.5574,0.651,8.0,0.58,0.39,56.33,33.25,22.34,17.0,13.93,3.0,-1.18e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-3.654,-0.067,-0.844,-1.625,-2.229,-2.558,-3.854,-4.03
0.02,0.14251,8.9,2.553892374,2.5863470789,2.518,3.42,3.5513,0.576,8.0,0.58,0.39,65.23,38.07,25.43,19.38,15.89,3.0,-1.46e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-3.781,0.006,-0.772,-1.536,-2.159,-2.484,-3.917,-4.109
0.02,0.14251,8.9,2.553899765,2.586347258,2.518,3.532,3.538,0.411,8.0,0.581,0.39,90.1,51.3,33.81,25.89,21.24,3.0,-2.35e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.059,0.255,-0.508,-1.23,-1.907,-2.228,-4.003,-4.237
0.02,0.14251,8.9,2.5539093018,2.586347489,2.517,3.645,3.5243,0.243,8.0,0.581,0.39,125.19,69.51,45.18,34.75,28.54,2.0,-3.77e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.343,0.63,-0.082,-0.773,-1.529,-1.855,-3.991,-4.281
0.02,0.14251,8.9,2.5539209843,2.586347772,2.516,3.726,3.5147,0.124,8.0,0.582,0.39,158.09,86.22,55.51,42.83,35.19,2.0,-7.23e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.544,0.983,0.346,-0.327,-1.157,-1.492,-3.888,-4.228
0.02,0.14251,8.9,2.5539345741,2.5863481012,2.515,3.768,3.5095,0.06,8.0,0.583,0.39,178.94,96.68,61.92,47.86,39.33,2.0,-1.13e-07,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.651,1.184,0.596,-0.066,-0.939,-1.28,-3.812,-4.181
0.02,0.14251,8.9,2.5539507866,2.586348494,2.513,3.787,3.5074,0.033,8.0,0.584,0.39,188.71,101.54,64.89,50.19,41.25,2.0,-1.36e-07,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.696,1.254,0.685,0.024,-0.867,-1.211,-3.783,-4.162
0.02,0.14251,8.9,2.5539691448,2.5863489387,2.512,3.796,3.5063,0.02,8.0,0.585,0.39,193.82,104.07,66.43,51.41,42.25,2.0,-1.5e-07,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.719,1.29,0.73,0.07,-0.83,-1.176,-3.768,-4.153
0.02,0.14251,8.9,2.5539693832,2.5863489444,2.512,3.783,3.5078,0.038,8.0,0.585,0.39,187.03,100.7,64.37,49.79,40.92,2.0,-1.32e-07,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.688,1.24,0.667,0.006,-0.881,-1.225,-3.789,-4.167
0.02,0.14251,8.9,2.5539708138,2.5863489791,2.511,3.663,3.5224,0.217,8.0,0.585,0.39,131.76,72.87,47.27,36.38,29.88,2.0,-4.09e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.387,0.688,-0.015,-0.703,-1.473,-1.8,-3.986,-4.284
0.02,0.14251,8.9,2.5539734364,2.5863490426,2.511,3.486,3.5439,0.479,8.0,0.585,0.39,78.8,45.33,30.04,22.96,18.83,3.0,-1.96e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-3.946,0.122,-0.651,-1.392,-2.043,-2.365,-3.983,-4.197
0.02,0.14251,8.9,2.5539777279,2.5863491466,2.511,3.414,3.5526,0.586,8.0,0.586,0.39,63.92,37.37,24.98,19.04,15.61,3.0,-1.44e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-3.766,-0.021,-0.799,-1.567,-2.187,-2.513,-3.916,-4.104
0.02,0.14251,8.9,2.5539836884,2.5863492909,2.51,3.463,3.5465,0.512,8.0,0.586,0.39,73.85,42.7,28.37,21.67,17.77,3.0,-1.78e-08,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-3.888,0.078,-0.697,-1.447,-2.087,-2.411,-3.962,-4.167
0.02,0.14251,8.9,2.5539917946,2.5863494873,2.509,3.571,3.5332,0.352,8.0,0.586,0.39,101.12,57.08,37.43,28.71,23.56,3.0,-2.79e-08,0.0,0.6627,0.3172,0.002352,0.003176,0.008031,-1.0,0.0201,-4.157,0.373,-0.377,-1.086,-1.787,-2.108,-4.011,-4.263
0.02,0.14251,8.9,2.5540018082,2.5863497299,2.508,3.679,3.5197,0.189,8.0,0.587,0.39,138.96,76.54,49.54,38.16,31.34,2.0,-4.52e-08,0.0,0.6627,0.3172,0.002352,0.003176,0.008031,-1.0,0.0201,-4.427,0.793,0.108,-0.576,-1.364,-1.694,-3.951,-4.263
0.02,0.14251,8.9,2.5540139675,2.5863500244,2.506,3.755,3.5101,0.075,8.0,0.588,0.39,173.83,94.12,60.35,46.63,38.32,2.0,-9.94e-08,0.0,0.6627,0.3172,0.002352,0.003176,0.008031,-1.0,0.0201,-4.617,1.184,0.593,-0.069,-0.937,-1.277,-3.797,-4.163
0.02,0.14251,8.9,2.5540287495,2.5863503824,2.505,3.794,3.505,0.015,8.0,0.589,0.39,195.48,104.89,66.93,51.8,42.57,2.0,-1.5e-07,0.0,0.6627,0.3172,0.002352,0.003176,0.008031,-1.0,0.0201,-4.715,1.364,0.818,0.159,-0.751,-1.099,-3.715,-4.107
0.02,0.14251,8.9,2.5540456772,2.5863507925,2.503,3.809,3.5027,-0.01,8.0,0.59,0.39,205.24,109.72,69.86,54.11,44.48,2.0,-1.76e-07,0.0,0.6627,0.3172,0.002352,0.003176,0.008031,-1.0,0.0201,-4.753,1.454,0.93,0.273,-0.658,-1.01,-3.668,-4.073
0.02,0.14251,8.9,2.5540652275,2.586351266,2.501,3.816,3.5015,-0.022,8.0,0.591,0.39,209.95,112.04,71.27,55.22,45.39,2.0,-1.9e-07,0.0,0.6627,0.3172,0.002351,0.003176,0.008031,-1.0,0.0201,-4.77,1.506,0.994,0.337,-0.604,-0.958,-3.64,-4.051
0.02,0.14251,8.9,2.5540654659,2.5863512718,2.5,3.815,3.5015,-0.021,8.0,0.591,0.391,209.76,111.94,71.22,55.18,45.35,2.0,-1.89e-07,0.0,0.6627,0.3172,0.002353,0.003176,0.008031,-1.0,0.02011,-4.769,1.506,0.993,0.337,-0.604,-0.958,-3.64,-4.051
0.02,0.14251,8.9,2.5540668964,2.5863513064,2.5,3.695,3.5164,0.158,8.0,0.592,0.391,147.53,80.89,52.22,40.27,33.07,2.0,-5.44e-08,0.0,0.6627,0.3172,0.002353,0.003176,0.008031,-1.0,0.02011,-4.468,0.949,0.298,-0.378,-1.193,-1.526,-3.873,-4.204
0.02,0.14251,8.9,2.554069519,2.5863513699,2.5,3.522,3.5379,0.418,8.0,0.592,0.391,88.72,50.59,33.35,25.54,20.95,3.0,-2.29e-08,0.0,0.6627,0.3172,0.002353,0.003176,0.008031,-1.0,0.02011,-4.034,0.281,-0.481,-1.202,-1.878,-2.199,-3.976,-4.21
0.02,0.14251,8.9,2.5540735722,2.5863514681,2.499,3.449,3.5469,0.527,8.0,0.592,0.391,71.71,41.56,27.65,21.11,17.31,3.0,-1.69e-08,0.0,0.6627,0.3172,0.002353,0.003176,0.008031,-1.0,0.02011,-3.852,0.098,-0.676,-1.426,-2.064,-2.388,-3.93,-4.135
0.02,0.14251,8.9,2.5540795326,2.5863516125,2.498,3.497,3.5407,0.454,8.0,0.592,0.391,82.72,47.42,31.36,23.99,19.68,3.0,-2.07e-08,0.0,0.6627,0.3172,0.002353,0.003176,0.008031,-1.0,0.02011,-3.973,0.216,-0.551,-1.281,-1.943,-2.264,-3.965,-4.188
0.02,0.14251,8.9,2.5540874004,2.586351803,2.497,3.601,3.5277,0.297,8.0,0.593,0.391,112.36,62.92,41.07,31.56,25.9,2.0,-3.2e-08,0.0,0.6627,0.3172,0.002354,0.003176,0.008031,-1.0,0.02011,-4.232,0.56,-0.167,-0.862,-1.595,-1.917,-3.966,-4.241
0.02,0.14251,8.9,2.5540971756,2.5863520398,2.496,3.705,3.5145,0.14,8.0,0.594,0.391,152.85,83.58,53.87,41.56,34.14,2.0,-6.08e-08,0.0,0.6627,0.3172,0.002354,0.003176,0.008031,-1.0,0.02011,-4.493,1.038,0.406,-0.264,-1.095,-1.43,-3.829,-4.17
0.02,0.14251,8.9,2.5541090965,2.5863523285,2.494,3.778,3.5051,0.029,8.0,0.595,0.391,189.74,102.04,65.18,50.44,41.45,2.0,-1.3e-07,0.0,0.6627,0.3172,0.002354,0.003176,0.008031,-1.0,0.02011,-4.675,1.386,0.841,0.184,-0.724,-1.072,-3.682,-4.073
0.02,0.14251,8.9,2.5541234016,2.586352675,2.492,3.815,3.5001,-0.029,8.0,0.596,0.391,212.52,113.29,72.03,55.82,45.89,2.0,-1.92e-07,0.0,0.6627,0.3172,0.002354,0.003176,0.008031,-1.0,0.02011,-4.769,1.581,1.083,0.428,-0.524,-0.88,-3.588,-4.007
0.02,0.14251,8.9,2.5541400909,2.5863530792,2.49,3.831,3.4979,-0.053,8.0,0.597,0.391,222.92,118.4,75.12,58.26,47.89,2.0,-2.26e-07,0.0,0.6627,0.3172,0.002353,0.003176,0.008031,-1.0,0.02011,-4.807,1.654,1.172,0.513,-0.458,-0.818,-3.549,-3.978
0.02,0.14251,8.9,2.5541591644,2.5863535412,2.487,3.837,3.4967,-0.065,8.0,0.598,0.391,228.12,120.94,76.66,59.48,48.89,2.0,-2.43e-07,0.0,0.6627,0.3172,0.002353,0.003176,0.008031,-1.0,0.02011,-4.823,1.695,1.222,0.561,-0.421,-0.783,-3.525,-3.96
0.02,0.14251,8.9,2.5541594028,2.5863535469,2.487,3.849,3.4952,-0.082,8.0,0.598,0.391,235.83,124.71,78.94,61.27,50.37,2.0,-2.73e-07,0.0,0.6626,0.3173,0.002358,0.003176,0.008031,-1.0,0.02011,-4.851,1.74,1.277,0.613,-0.382,-0.747,-3.503,-3.944
0.02,0.14251,8.9,2.5541605949,2.5863535758,2.487,3.729,3.5104,0.099,8.0,0.598,0.391,165.58,89.99,57.8,44.65,36.68,2.0,-7.88e-08,0.0,0.6626,0.3173,0.002358,0.003176,0.008031,-1.0,0.02011,-4.552,1.223,0.632,-0.028,-0.892,-1.232,-3.742,-4.106
0.02,0.14251,8.9,2.5541629791,2.5863536336,2.486,3.558,3.532,0.355,8.0,0.598,0.391,100.1,56.56,37.1,28.46,23.35,3.0,-2.71e-08,0.0,0.6626,0.3173,0.002358,0.003176,0.008031,-1.0,0.02011,-4.125,0.454,-0.29,-0.993,-1.7,-2.02,-3.956,-4.212
0.02,0.14251,8.9,2.5541667938,2.5863537259,2.485,3.484,3.5413,0.466,8.0,0.599,0.391,80.54,46.28,30.63,23.43,19.22,3.0,-1.99e-08,0.0,0.6626,0.3173,0.002358,0.003176,0.008031,-1.0,0.02011,-3.941,0.224,-0.543,-1.273,-1.933,-2.254,-3.94,-4.162
0.02,0.14251,8.9,2.5541722775,2.5863538587,2.484,3.532,3.5352,0.394,8.0,0.599,0.391,92.72,52.7,34.68,26.58,21.8,3.0,-2.43e-08,0.0,0.6626,0.3173,0.002358,0.003176,0.008031,-1.0,0.02011,-4.06,0.371,-0.382,-1.095,-1.784,-2.105,-3.952,-4.196
0.02,0.14251,8.9,2.5541791916,2.5863540262,2.483,3.632,3.5225,0.242,8.0,0.6,0.391,124.87,69.36,45.08,34.69,28.48,2.0,-3.7e-08,0.0,0.6626,0.3173,0.002358,0.003176,0.008031,-1.0,0.02011,-4.311,0.751,0.053,-0.633,-1.401,-1.728,-3.91,-4.208
0.02,0.14251,8.9,2.5541882515,2.5863542456,2.481,3.733,3.5097,0.091,8.0,0.6,0.392,168.04,91.22,58.56,45.24,37.17,2.0,-8.28e-08,0.0,0.6626,0.3173,0.002358,0.003176,0.008031,-1.0,0.02011,-4.562,1.251,0.668,0.009,-0.862,-1.202,-3.728,-4.096
0.02,0.14251,8.9,2.5541992188,2.5863545112,2.479,3.803,3.5007,-0.015,8.0,0.601,0.392,206.8,110.47,70.3,54.48,44.77,2.0,-1.71e-07,0.0,0.6626,0.3173,0.002358,0.003176,0.008031,-1.0,0.02011,-4.736,1.57,1.067,0.413,-0.533,-0.888,-3.582,-3.996
0.02,0.14251,8.9,2.5542120934,2.586354823,2.477,3.839,3.496,-0.071,8.0,0.602,0.391,230.47,122.08,77.34,60.02,49.34,2.0,-2.5e-07,0.0,0.6626,0.3173,0.002358,0.003176,0.008031,-1.0,0.02011,-4.827,1.722,1.253,0.591,-0.396,-0.759,-3.507,-3.945
0.02,0.14251,8.9,2.5542273521,2.5863551926,2.474,3.854,3.494,-0.094,8.0,0.603,0.391,241.23,127.32,80.51,62.52,51.4,2.0,-2.93e-07,0.0,0.6626,0.3173,0.002358,0.003176,0.008031,-1.0,0.02011,-4.864,1.787,1.333,0.666,-0.339,-0.706,-3.473,-3.921
0.02,0.14251,8.9,2.5542447567,2.5863556141,2.471,3.861,3.493,-0.106,8.0,0.605,0.391,246.64,129.95,82.09,63.77,52.43,2.0,-3.17e-07,0.0,0.6626,0.3173,0.002357,0.003176,0.008031,-1.0,0.02011,-4.882,1.821,1.374,0.704,-0.309,-0.678,-3.455,-3.908
0.02,0.14251,8.9,2.5542449951,2.5863556198,2.471,3.882,3.4902,-0.139,8.0,0.605,0.393,263.11,137.93,86.9,67.57,55.56,2.0,-3.97e-07,0.0,0.6626,0.3173,0.002365,0.003176,0.008031,-1.0,0.02012,-4.936,1.912,1.485,0.809,-0.23,-0.604,-3.408,-3.875
0.02,0.14251,8.9,2.5542461872,2.5863556487,2.47,3.763,3.5056,0.042,8.0,0.605,0.393,184.54,99.45,63.58,49.2,40.43,2.0,-1.15e-07,0.0,0.6626,0.3173,0.002366,0.003176,0.008031,-1.0,0.02012,-4.637,1.394,0.846,0.189,-0.714,-1.061,-3.662,-4.05
0.02,0.14251,8.9,2.5542485714,2.5863557064,2.47,3.595,3.5271,0.296,8.0,0.605,0.393,112.15,62.82,41.0,31.51,25.86,2.0,-3.22e-08,0.0,0.6626,0.3173,0.002367,0.003176,0.008031,-1.0,0.02012,-4.217,0.601,-0.122,-0.816,-1.552,-1.875,-3.937,-4.214
0.02,0.14251,8.9,2.5542523861,2.5863557988,2.469,3.52,3.5367,0.409,8.0,0.605,0.393,89.88,51.22,33.74,25.85,21.21,3.0,-2.36e-08,0.0,0.6626,0.3173,0.002369,0.003176,0.008031,-1.0,0.02012,-4.03,0.337,-0.421,-1.138,-1.82,-2.141,-3.949,-4.188
0.02,0.14251,8.9,2.5542578697,2.5863559316,2.468,3.567,3.5306,0.338,8.0,0.606,0.394,103.32,58.24,38.15,29.29,24.03,2.0,-2.87e-08,0.0,0.6626,0.3173,0.002371,0.003176,0.008031,-1.0,0.02013,-4.147,0.494,-0.247,-0.946,-1.66,-1.98,-3.952,-4.214
0.02,0.14251,8.9,2.5542650223,2.5863561048,2.466,3.664,3.518,0.19,8.0,0.606,0.394,138.08,76.11,49.25,37.96,31.17,2.0,-4.29e-08,0.0,0.6626,0.3173,0.002374,0.003176,0.008031,-1.0,0.02013,-4.39,0.925,0.261,-0.417,-1.218,-1.549,-3.851,-4.173
0.02,0.14251,8.9,2.5542740822,2.5863563242,2.464,3.76,3.5054,0.043,8.0,0.607,0.394,184.01,99.18,63.42,49.07,40.32,2.0,-1.13e-07,0.0,0.6626,0.3173,0.002376,0.003176,0.008031,-1.0,0.02013,-4.63,1.407,0.861,0.205,-0.7,-1.047,-3.65,-4.039
0.02,0.14251,8.9,2.5542850494,2.5863565898,2.461,3.826,3.4966,-0.058,8.0,0.608,0.395,224.65,119.21,75.6,58.66,48.22,2.0,-2.25e-07,0.0,0.6626,0.3173,0.002377,0.003176,0.008031,-1.0,0.02013,-4.795,1.718,1.247,0.586,-0.395,-0.757,-3.497,-3.932
0.02,0.14251,8.9,2.5542981625,2.5863569074,2.458,3.86,3.492,-0.112,8.0,0.609,0.395,249.2,131.17,82.82,64.36,52.91,2.0,-3.22e-07,0.0,0.6626,0.3173,0.002376,0.003176,0.008031,-1.0,0.02013,-4.88,1.869,1.43,0.759,-0.262,-0.633,-3.419,-3.876
0.02,0.14251,8.9,2.5543134212,2.5863572769,2.455,3.874,3.4899,-0.134,8.0,0.61,0.394,260.29,136.53,86.05,66.91,55.02,2.0,-3.73e-07,0.0,0.6626,0.3173,0.002373,0.003176,0.008031,-1.0,0.02013,-4.914,1.938,1.514,0.838,-0.202,-0.577,-3.381,-3.848
0.02,0.14251,8.9,2.5543310642,2.5863577041,2.451,3.88,3.4889,-0.145,8.0,0.611,0.393,265.86,139.22,87.66,68.19,56.07,2.0,-3.99e-07,0.0,0.6626,0.3173,0.002365,0.003176,0.008031,-1.0,0.02012,-4.929,1.961,1.536,0.853,-0.193,-0.569,-3.37,-3.841
0.02,0.14251,8.9,2.5543313026,2.5863577099,2.45,3.912,3.4846,-0.194,8.0,0.611,0.402,292.75,152.15,95.42,74.32,61.13,2.0,-5.58e-07,0.01,0.6624,0.3174,0.002422,0.003175,0.008031,-1.0,0.02018,-5.01,2.043,1.615,0.902,-0.172,-0.557,-3.346,-3.828
0.02,0.14251,8.9,2.5543324947,2.5863577388,2.45,3.793,3.5002,-0.013,8.0,0.612,0.402,205.15,109.63,69.77,54.08,44.45,2.0,-1.62e-07,0.0,0.6624,0.3174,0.002423,0.003175,0.008031,-1.0,0.02018,-4.712,1.618,1.121,0.468,-0.482,-0.837,-3.539,-3.956
0.02,0.14251,8.9,2.5543346405,2.5863577907,2.449,3.628,3.5218,0.238,8.0,0.612,0.402,125.32,69.6,45.21,34.81,28.58,2.0,-3.77e-08,0.0,0.6624,0.3174,0.002424,0.003175,0.008031,-1.0,0.02018,-4.299,0.797,0.103,-0.581,-1.354,-1.681,-3.88,-4.182
0.02,0.14251,8.9,2.5543379784,2.5863578715,2.448,3.552,3.5317,0.354,8.0,0.612,0.403,99.97,56.51,37.06,28.45,23.34,3.0,-2.76e-08,0.0,0.6624,0.3174,0.002426,0.003175,0.008031,-1.0,0.02018,-4.11,0.481,-0.263,-0.965,-1.673,-1.993,-3.936,-4.193
0.02,0.14251,8.9,2.5543427467,2.586357987,2.447,3.598,3.5257,0.283,8.0,0.612,0.403,114.7,64.15,41.82,32.17,26.4,2.0,-3.34e-08,0.0,0.6624,0.3174,0.002429,0.003175,0.008031,-1.0,0.02019,-4.225,0.668,-0.047,-0.738,-1.483,-1.807,-3.906,-4.19
0.02,0.14251,8.9,2.554349184,2.5863581429,2.445,3.692,3.5133,0.14,8.0,0.613,0.404,152.09,83.2,53.61,41.39,33.99,2.0,-5.72e-08,0.0,0.6624,0.3174,0.002431,0.003175,0.008031,-1.0,0.02019,-4.46,1.136,0.519,-0.147,-0.988,-1.324,-3.754,-4.101
0.02,0.14251,8.9,2.5543572903,2.5863583392,2.443,3.784,3.5011,-0.002,8.0,0.613,0.404,200.67,107.41,68.42,53.03,43.57,2.0,-1.5e-07,0.0,0.6624,0.3174,0.002434,0.003175,0.008031,-1.0,0.02019,-4.69,1.588,1.083,0.43,-0.512,-0.866,-3.55,-3.963
0.02,0.14251,8.9,2.5543670654,2.5863585759,2.44,3.848,3.4926,-0.1,8.0,0.614,0.404,243.09,128.17,81.0,62.94,51.74,2.0,-2.91e-07,0.0,0.6624,0.3174,0.002434,0.003175,0.008031,-1.0,0.02019,-4.849,1.864,1.421,0.752,-0.263,-0.633,-3.411,-3.865
0.02,0.14251,8.9,2.5543789864,2.5863588645,2.437,3.88,3.4882,-0.151,8.0,0.615,0.404,268.5,140.46,88.4,68.78,56.56,2.0,-4.09e-07,0.0,0.6624,0.3174,0.002433,0.003175,0.008031,-1.0,0.02019,-4.93,1.983,1.558,0.871,-0.179,-0.557,-3.356,-3.828
0.02,0.14251,8.9,2.5543925762,2.5863591936,2.433,3.893,3.4863,-0.172,8.0,0.616,0.403,279.98,145.97,91.7,71.4,58.72,2.0,-4.72e-07,0.01,0.6624,0.3174,0.002428,0.003175,0.008031,-1.0,0.02019,-4.963,2.022,1.596,0.895,-0.167,-0.548,-3.342,-3.819
0.02,0.14251,8.9,2.5544083118,2.5863595746,2.428,3.899,3.4853,-0.183,8.0,0.617,0.401,285.83,148.77,93.38,72.73,59.81,2.0,-5.06e-07,0.01,0.6624,0.3174,0.002417,0.003175,0.008031,-1.0,0.02017,-4.978,2.045,1.617,0.91,-0.159,-0.542,-3.332,-3.813
0.02,0.14251,8.9,2.5544085503,2.5863595804,2.428,3.94,3.4798,-0.246,8.0,0.617,0.421,323.28,166.64,104.06,81.18,66.78,2.0,-7.74e-07,0.02,0.6621,0.3176,0.002534,0.003174,0.008031,-1.0,0.0203,-5.08,2.163,1.728,0.981,-0.126,-0.52,-3.295,-3.792
0.02,0.14251,8.9,2.5544095039,2.5863596035,2.427,3.822,3.4956,-0.064,8.0,0.618,0.421,226.37,120.01,76.06,59.05,48.54,2.0,-2.26e-07,0.0,0.6621,0.3176,0.002535,0.003174,0.008031,-1.0,0.0203,-4.784,1.777,1.314,0.652,-0.337,-0.701,-3.45,-3.89
0.02,0.14251,8.9,2.5544116497,2.5863596555,2.427,3.659,3.5172,0.185,8.0,0.618,0.421,138.86,76.51,49.48,38.16,31.33,2.0,-4.4e-08,0.0,0.6621,0.3176,0.002536,0.003174,0.008031,-1.0,0.0203,-4.377,0.984,0.328,-0.347,-1.155,-1.487,-3.81,-4.136
0.02,0.14251,8.9,2.554415226,2.5863597421,2.425,3.582,3.5274,0.302,8.0,0.618,0.421,110.28,61.88,40.4,31.06,25.49,2.0,-3.22e-08,0.0,0.6621,0.3176,0.002538,0.003174,0.008031,-1.0,0.0203,-4.185,0.619,-0.105,-0.798,-1.532,-1.855,-3.911,-4.187
0.02,0.14251,8.9,2.5544199944,2.5863598575,2.424,3.627,3.5213,0.233,8.0,0.618,0.422,126.34,70.13,45.53,35.08,28.79,2.0,-3.88e-08,0.0,0.6621,0.3176,0.00254,0.003174,0.008031,-1.0,0.0203,-4.297,0.824,0.134,-0.55,-1.326,-1.654,-3.866,-4.169
0.02,0.14251,8.9,2.5544264317,2.5863600134,2.421,3.718,3.5091,0.092,8.0,0.619,0.422,166.37,90.37,58.0,44.85,36.84,2.0,-7.75e-08,0.0,0.6621,0.3176,0.002542,0.003174,0.008031,-1.0,0.02031,-4.525,1.315,0.738,0.081,-0.794,-1.135,-3.671,-4.042
